code,particle_size,particle_fraction
2012,60.0,0.87
2012,200.0,0.986
2012,600.0,0.999
2012,2000.0,1.0
2020,2.0,0.62
2020,50.0,0.956
2020,2000.0,1.0
2021,2.0,0.62
2021,50.0,0.956
2021,2000.0,1.0
2022,2.0,0.62
2022,50.0,0.956
2022,2000.0,1.0
2030,,
2031,,
2032,,
2040,,
2041,,
2050,,
2051,,
2060,,
2061,,
2070,,
2071,,
2080,,
2081,,
2090,,
2091,,
2092,,
2100,0.0,0.025
2100,2.0,0.041
2100,20.0,0.05
2100,50.0,0.076
2100,100.0,0.25
2100,250.0,0.693
2100,500.0,0.951
2100,1000.0,1.0
2100,2000.0,1.0
2101,0.0,0.043
2101,2.0,0.07
2101,20.0,0.084
2101,50.0,0.126
2101,100.0,0.281
2101,250.0,0.675
2101,500.0,0.938
2101,1000.0,0.998
2101,2000.0,1.0
2102,0.0,0.054
2102,2.0,0.105
2102,20.0,0.106
2102,50.0,0.148
2102,100.0,0.283
2102,250.0,0.673
2102,500.0,0.94
2102,1000.0,0.999
2102,2000.0,1.0
2103,0.0,0.057
2103,2.0,0.101
2103,20.0,0.108
2103,50.0,0.16
2103,100.0,0.296
2103,250.0,0.68
2103,500.0,0.941
2103,1000.0,0.999
2103,2000.0,1.0
2104,0.0,0.044
2104,2.0,0.086
2104,20.0,0.101
2104,50.0,0.125
2104,100.0,0.272
2104,250.0,0.689
2104,500.0,0.948
2104,1000.0,0.999
2104,2000.0,1.0
2105,0.0,0.042
2105,2.0,0.083
2105,20.0,0.096
2105,50.0,0.128
2105,100.0,0.274
2105,250.0,0.711
2105,500.0,0.953
2105,1000.0,0.999
2105,2000.0,1.0
2110,2.0,0.04
2110,50.0,0.22
2110,125.0,0.367
2110,250.0,0.659
2110,500.0,0.901
2110,1000.0,0.981
2110,2000.0,0.994
2111,2.0,0.07
2111,50.0,0.27
2111,125.0,0.423
2111,250.0,0.663
2111,500.0,0.894
2111,1000.0,0.989
2111,2000.0,0.999
2120,2.0,0.03
2120,50.0,0.09
2120,2000.0,1.0
2121,2.0,0.03
2121,50.0,0.08
2121,2000.0,1.0
2122,2.0,0.07
2122,50.0,0.13
2122,2000.0,1.0
2123,2.0,0.07
2123,50.0,0.12
2123,2000.0,1.0
2124,2.0,0.05
2124,50.0,0.1
2124,2000.0,1.0
2125,2.0,0.05
2125,50.0,0.08
2125,2000.0,1.0
2126,2.0,0.03
2126,50.0,0.05
2126,2000.0,0.99
2130,2.0,0.08
2130,50.0,0.29
2130,2000.0,1.0
2131,2.0,0.13
2131,50.0,0.29
2131,2000.0,1.0
2132,2.0,0.14
2132,50.0,0.32
2132,2000.0,1.0
2140,,
2141,,
2150,,
2151,,
2160,2.0,0.258
2160,20.0,0.709
2160,200.0,0.973
2160,2000.0,1.0
2161,2.0,0.156
2161,20.0,0.763
2161,200.0,0.987
2161,2000.0,1.0
2170,2.0,0.22
2170,20.0,0.74
2170,2000.0,1.0
2171,2.0,0.36
2171,20.0,0.75
2171,2000.0,1.0
2180,2.0,0.41
2180,20.0,0.85
2180,2000.0,1.0
2181,2.0,0.49
2181,20.0,0.88
2181,2000.0,1.0
2190,2.0,0.03
2190,50.0,0.08
2190,2000.0,1.0
2191,2.0,0.03
2191,50.0,0.08
2191,2000.0,1.0
2192,2.0,0.03
2192,50.0,0.08
2192,2000.0,1.0
2193,2.0,0.03
2193,50.0,0.08
2193,2000.0,1.0
2194,2.0,0.03
2194,50.0,0.08
2194,2000.0,1.0
2195,2.0,0.03
2195,50.0,0.08
2195,2000.0,1.0
2196,2.0,0.03
2196,50.0,0.08
2196,2000.0,1.0
2197,2.0,0.03
2197,50.0,0.08
2197,2000.0,1.0
2198,2.0,0.03
2198,50.0,0.08
2198,2000.0,1.0
2200,2.0,0.02
2200,50.0,0.028
2200,100.0,0.054
2200,250.0,0.194
2200,500.0,0.564
2200,1000.0,0.967
2200,2000.0,1.0
2201,2.0,0.02
2201,50.0,0.028
2201,100.0,0.054
2201,250.0,0.194
2201,500.0,0.564
2201,1000.0,0.967
2201,2000.0,1.0
2202,2.0,0.02
2202,50.0,0.028
2202,100.0,0.054
2202,250.0,0.194
2202,500.0,0.564
2202,1000.0,0.967
2202,2000.0,1.0
2203,2.0,0.02
2203,50.0,0.028
2203,100.0,0.054
2203,250.0,0.194
2203,500.0,0.564
2203,1000.0,0.967
2203,2000.0,1.0
2210,2.0,0.038
2210,5.0,0.044
2210,20.0,0.053
2210,53.0,0.075
2210,106.0,0.167
2210,180.0,0.32
2210,250.0,0.49
2210,500.0,0.86
2210,1000.0,0.98
2211,2.0,0.038
2211,5.0,0.044
2211,20.0,0.053
2211,53.0,0.075
2211,106.0,0.167
2211,180.0,0.32
2211,250.0,0.49
2211,500.0,0.86
2211,1000.0,0.98
2212,2.0,0.038
2212,5.0,0.044
2212,20.0,0.053
2212,53.0,0.075
2212,106.0,0.167
2212,180.0,0.32
2212,250.0,0.49
2212,500.0,0.86
2212,1000.0,0.98
2213,2.0,0.038
2213,5.0,0.044
2213,20.0,0.053
2213,53.0,0.075
2213,106.0,0.167
2213,180.0,0.32
2213,250.0,0.49
2213,500.0,0.86
2213,1000.0,0.98
2214,2.0,0.038
2214,5.0,0.044
2214,20.0,0.053
2214,53.0,0.075
2214,106.0,0.167
2214,180.0,0.32
2214,250.0,0.49
2214,500.0,0.86
2214,1000.0,0.98
2215,2.0,0.038
2215,5.0,0.044
2215,20.0,0.053
2215,53.0,0.075
2215,106.0,0.167
2215,180.0,0.32
2215,250.0,0.49
2215,500.0,0.86
2215,1000.0,0.98
2216,2.0,0.038
2216,5.0,0.044
2216,20.0,0.053
2216,53.0,0.075
2216,106.0,0.167
2216,180.0,0.32
2216,250.0,0.49
2216,500.0,0.86
2216,1000.0,0.98
2217,2.0,0.038
2217,5.0,0.044
2217,20.0,0.053
2217,53.0,0.075
2217,106.0,0.167
2217,180.0,0.32
2217,250.0,0.49
2217,500.0,0.86
2217,1000.0,0.98
2220,53.0,0.167
2220,61.0,0.24
2220,75.0,0.335
2220,106.0,0.412
2220,124.0,0.467
2220,147.0,0.52
2220,175.0,0.587
2220,246.0,0.67
2220,425.0,0.728
2220,500.0,0.774
2220,701.0,0.814
2220,841.0,0.843
2220,991.0,0.893
2220,2000.0,0.931
2220,2360.0,0.958
2220,3350.0,1.0
2221,53.0,0.095
2221,61.0,0.142
2221,75.0,0.208
2221,106.0,0.265
2221,124.0,0.309
2221,147.0,0.353
2221,175.0,0.414
2221,246.0,0.494
2221,425.0,0.559
2221,500.0,0.616
2221,701.0,0.67
2221,841.0,0.71
2221,991.0,0.787
2221,2000.0,0.853
2221,2360.0,0.906
2221,3350.0,1.0
2230,,
2231,,
2232,,
2240,5.0,0.15
2240,50.0,0.68
2240,1000.0,1.0
2241,5.0,0.15
2241,50.0,0.68
2241,1000.0,1.0
2242,5.0,0.15
2242,50.0,0.68
2242,1000.0,1.0
2243,5.0,0.15
2243,50.0,0.68
2243,1000.0,1.0
2250,5.0,0.04
2250,50.0,0.1
2250,1000.0,1.0
2251,5.0,0.04
2251,50.0,0.1
2251,1000.0,1.0
2252,5.0,0.04
2252,50.0,0.1
2252,1000.0,1.0
2253,5.0,0.04
2253,50.0,0.1
2253,1000.0,1.0
2260,5.0,0.13
2260,50.0,0.27
2260,2000.0,1.0
2261,5.0,0.13
2261,50.0,0.27
2261,2000.0,1.0
2262,5.0,0.13
2262,50.0,0.27
2262,2000.0,1.0
2270,5.0,0.3
2270,50.0,0.56
2270,1000.0,1.0
2271,5.0,0.3
2271,50.0,0.56
2271,1000.0,1.0
2272,5.0,0.3
2272,50.0,0.56
2272,1000.0,1.0
2273,5.0,0.3
2273,50.0,0.56
2273,1000.0,1.0
2280,5.0,0.21
2280,50.0,0.45
2280,1000.0,1.0
2281,5.0,0.21
2281,50.0,0.45
2281,1000.0,1.0
2282,5.0,0.21
2282,50.0,0.45
2282,1000.0,1.0
2283,5.0,0.21
2283,50.0,0.45
2283,1000.0,1.0
2290,5.0,0.16
2290,50.0,0.2
2290,2000.0,1.0
2291,5.0,0.16
2291,50.0,0.2
2291,2000.0,1.0
2292,5.0,0.16
2292,50.0,0.2
2292,2000.0,1.0
2293,5.0,0.16
2293,50.0,0.2
2293,2000.0,1.0
2300,5.0,0.16
2300,50.0,0.36
2300,2000.0,1.0
2301,5.0,0.16
2301,50.0,0.36
2301,2000.0,1.0
2302,5.0,0.16
2302,50.0,0.34
2302,2000.0,1.0
2303,5.0,0.16
2303,50.0,0.34
2303,2000.0,1.0
2304,5.0,0.18
2304,50.0,0.36
2304,2000.0,1.0
2305,5.0,0.18
2305,50.0,0.36
2305,2000.0,1.0
2306,5.0,0.16
2306,50.0,0.34
2306,2000.0,1.0
2307,5.0,0.16
2307,50.0,0.34
2307,2000.0,1.0
2310,45.0,0.0
2310,85.0,0.02
2310,125.0,0.07
2310,250.0,0.38
2310,500.0,0.9
2310,1000.0,1.0
2320,2.0,0.15
2320,6.0,0.21
2320,20.0,0.41
2320,63.0,0.67
2320,200.0,0.8
2320,630.0,0.95
2320,2000.0,1.0
2321,2.0,0.2
2321,6.0,0.25
2321,20.0,0.39
2321,63.0,0.63
2321,200.0,0.83
2321,630.0,0.95
2321,2000.0,1.0
2330,,
2331,,
2332,,
2333,,
2334,63.0,0.02
2334,200.0,0.19
2334,630.0,0.92
2334,2000.0,1.0
2340,2.0,0.49
2340,6.0,0.56
2340,20.0,0.64
2340,63.0,0.65
2340,200.0,0.79
2340,630.0,0.98
2340,2000.0,1.0
2341,2.0,0.3
2341,6.0,0.38
2341,20.0,0.46
2341,63.0,0.53
2341,200.0,0.71
2341,630.0,0.99
2341,2000.0,1.0
2342,2.0,0.0
2342,6.0,0.0
2342,20.0,0.01
2342,63.0,0.03
2342,200.0,0.33
2342,630.0,0.95
2342,2000.0,1.0
2350,2.0,0.45
2350,6.0,0.48
2350,20.0,0.66
2350,63.0,0.93
2350,200.0,0.97
2350,630.0,0.99
2350,2000.0,1.0
2351,2.0,0.16
2351,6.0,0.34
2351,20.0,0.47
2351,63.0,0.8
2351,200.0,0.98
2351,630.0,0.99
2351,2000.0,1.0
2360,2.0,0.45
2360,6.0,0.55
2360,20.0,0.68
2360,63.0,0.83
2360,200.0,0.92
2360,630.0,1.0
2361,2.0,0.57
2361,6.0,0.73
2361,20.0,0.87
2361,63.0,0.98
2361,200.0,1.0
2362,2.0,0.63
2362,6.0,0.79
2362,20.0,0.92
2362,63.0,0.96
2362,200.0,0.99
2362,630.0,1.0
2370,2.0,0.23
2370,50.0,0.42
2370,2000.0,1.0
2371,2.0,0.24
2371,50.0,0.44
2371,2000.0,1.0
2372,2.0,0.26
2372,50.0,0.38
2372,2000.0,1.0
2373,2.0,0.14
2373,50.0,0.16
2373,2000.0,1.0
2374,2.0,0.19
2374,50.0,0.25
2374,2000.0,1.0
2380,2.0,0.08
2380,50.0,0.25
2380,2000.0,1.0
2381,2.0,0.1
2381,50.0,0.31
2381,2000.0,1.0
2382,2.0,0.14
2382,50.0,0.44
2382,2000.0,1.0
2383,2.0,0.07
2383,50.0,0.23
2383,2000.0,1.0
2384,2.0,0.01
2384,50.0,0.07
2384,2000.0,1.0
2385,2.0,0.01
2385,50.0,0.07
2385,2000.0,1.0
2390,2.0,0.31
2390,50.0,0.58
2390,2000.0,1.0
2391,2.0,0.33
2391,50.0,0.66
2391,2000.0,1.0
2392,2.0,0.35
2392,50.0,0.8
2392,2000.0,1.0
2393,2.0,0.28
2393,50.0,0.56
2393,2000.0,1.0
2394,2.0,0.23
2394,50.0,0.36
2394,2000.0,1.0
2395,2.0,0.28
2395,50.0,0.52
2395,2000.0,1.0
2400,2.0,0.16
2400,50.0,0.54
2400,2000.0,1.0
2401,2.0,0.17
2401,50.0,0.57
2401,2000.0,1.0
2402,2.0,0.25
2402,50.0,0.71
2402,2000.0,1.0
2403,2.0,0.11
2403,50.0,0.43
2403,2000.0,1.0
2404,2.0,0.05
2404,50.0,0.6
2404,2000.0,1.0
2405,2.0,0.05
2405,50.0,0.6
2405,2000.0,1.0
2410,2.0,0.18
2410,50.0,0.44
2410,2000.0,1.0
2411,2.0,0.21
2411,50.0,0.46
2411,2000.0,1.0
2412,2.0,0.28
2412,50.0,0.53
2412,2000.0,1.0
2413,2.0,0.07
2413,50.0,0.24
2413,2000.0,1.0
2414,2.0,0.04
2414,50.0,0.34
2414,2000.0,1.0
2415,2.0,0.04
2415,50.0,0.34
2415,2000.0,1.0
2420,2.0,0.08
2420,50.0,0.19
2420,2000.0,1.0
2421,2.0,0.08
2421,50.0,0.2
2421,2000.0,1.0
2422,2.0,0.06
2422,50.0,0.13
2422,2000.0,1.0
2423,2.0,0.06
2423,50.0,0.11
2423,2000.0,1.0
2424,2.0,0.03
2424,50.0,0.07
2424,2000.0,1.0
2425,2.0,0.03
2425,50.0,0.07
2425,2000.0,1.0
2430,2.0,0.31
2430,50.0,0.68
2430,2000.0,1.0
2431,2.0,0.34
2431,50.0,0.77
2431,2000.0,1.0
2432,2.0,0.42
2432,50.0,0.79
2432,2000.0,1.0
2433,2.0,0.34
2433,50.0,0.69
2433,2000.0,1.0
2434,2.0,0.24
2434,50.0,0.47
2434,2000.0,1.0
2435,2.0,0.24
2435,50.0,0.43
2435,2000.0,1.0
2440,2.0,0.09
2440,50.0,0.26
2440,2000.0,1.0
2441,2.0,0.15
2441,50.0,0.3
2441,2000.0,1.0
2442,2.0,0.13
2442,50.0,0.18
2442,2000.0,1.0
2443,2.0,0.11
2443,50.0,0.14
2443,2000.0,1.0
2444,2.0,0.11
2444,50.0,0.12
2444,2000.0,1.0
2445,2.0,0.11
2445,50.0,0.12
2445,2000.0,1.0
2450,2.0,0.16
2450,50.0,0.55
2450,2000.0,1.0
2451,2.0,0.19
2451,50.0,0.4
2451,2000.0,1.0
2452,2.0,0.24
2452,50.0,0.47
2452,2000.0,1.0
2453,2.0,0.22
2453,50.0,0.49
2453,2000.0,1.0
2454,2.0,0.17
2454,50.0,0.42
2454,2000.0,1.0
2455,2.0,0.17
2455,50.0,0.42
2455,2000.0,1.0
2460,2.0,0.38
2460,50.0,0.97
2460,2000.0,1.0
2461,2.0,0.38
2461,50.0,0.97
2461,2000.0,1.0
2462,2.0,0.38
2462,50.0,0.97
2462,2000.0,1.0
2463,2.0,0.3
2463,20.0,0.71
2463,60.0,0.835
2463,200.0,0.9
2463,600.0,0.96
2463,2000.0,1.0
2464,2.0,0.225
2464,20.0,0.7
2464,60.0,0.845
2464,200.0,0.88
2464,600.0,0.925
2464,2000.0,1.0
2470,2.0,0.38
2470,50.0,0.97
2470,2000.0,1.0
2471,2.0,0.38
2471,50.0,0.97
2471,2000.0,1.0
2472,2.0,0.38
2472,50.0,0.97
2472,2000.0,1.0
2480,2.0,0.08
2480,50.0,0.2
2480,2000.0,1.0
2481,2.0,0.06
2481,50.0,0.12
2481,2000.0,1.0
2482,2.0,0.05
2482,50.0,0.12
2482,2000.0,1.0
2483,2.0,0.05
2483,50.0,0.06
2483,2000.0,1.0
2491,1.0,0.19
2491,3.0,0.3
2491,5.0,0.37
2491,8.0,0.48
2491,14.0,0.6
2491,24.0,0.75
2491,50.0,0.89
2491,100.0,0.97
2491,250.0,0.99
2491,500.0,1.0
2491,1000.0,1.0
2492,1.0,0.19
2492,3.0,0.3
2492,5.0,0.37
2492,8.0,0.48
2492,14.0,0.6
2492,24.0,0.75
2492,50.0,0.89
2492,100.0,0.97
2492,250.0,0.99
2492,500.0,1.0
2492,1000.0,1.0
2493,1.0,0.23
2493,3.0,0.33
2493,5.0,0.4
2493,9.0,0.51
2493,15.0,0.65
2493,26.0,0.78
2493,50.0,0.91
2493,100.0,0.97
2493,250.0,0.99
2493,500.0,0.99
2493,1000.0,1.0
2530,1.0,0.2
2530,5.0,0.28
2530,10.0,0.32
2530,20.0,0.41
2530,50.0,0.55
2530,100.0,0.69
2530,500.0,0.98
2530,1000.0,0.99
2530,2000.0,1.0
2531,1.0,0.14
2531,5.0,0.21
2531,10.0,0.3
2531,20.0,0.41
2531,50.0,0.59
2531,100.0,0.72
2531,500.0,0.97
2531,1000.0,0.99
2531,2000.0,1.0
2532,1.0,0.11
2532,5.0,0.2
2532,10.0,0.24
2532,20.0,0.31
2532,50.0,0.4
2532,100.0,0.56
2532,500.0,0.89
2532,1000.0,0.96
2532,2000.0,1.0
2540,2.0,0.17
2540,20.0,0.329
2540,2000.0,1.0
2541,2.0,0.145
2541,20.0,0.36
2541,2000.0,1.0
2542,2.0,0.17
2542,20.0,0.395
2542,2000.0,1.0
2550,2.0,0.112
2550,20.0,0.259
2550,2000.0,1.0
2551,2.0,0.129
2551,20.0,0.301
2551,2000.0,1.0
2552,2.0,0.171
2552,20.0,0.467
2552,2000.0,1.0
2560,2.0,0.094
2560,50.0,0.284
2560,2000.0,1.0
2561,2.0,0.0
2561,50.0,0.129
2561,2000.0,1.0
2562,2.0,0.0
2562,50.0,0.011
2562,2000.0,1.0
2570,2.0,0.091
2570,50.0,0.187
2570,2000.0,1.0
2571,2.0,0.076
2571,50.0,0.177
2571,2000.0,1.0
2572,2.0,0.042
2572,50.0,0.108
2572,2000.0,1.0
2573,2.0,0.053
2573,50.0,0.125
2573,2000.0,1.0
2574,2.0,0.005
2574,50.0,0.065
2574,2000.0,1.0
2580,2.0,0.183
2580,50.0,0.664
2580,2000.0,1.0
2581,2.0,0.123
2581,50.0,0.628
2581,2000.0,1.0
2582,2.0,0.18
2582,50.0,0.81
2582,2000.0,1.0
2583,2.0,0.08
2583,50.0,0.317
2583,2000.0,1.0
2584,2.0,0.003
2584,50.0,0.073
2584,2000.0,1.0
2590,2.0,0.187
2590,50.0,0.513
2590,2000.0,1.0
2591,2.0,0.218
2591,50.0,0.509
2591,2000.0,1.0
2592,2.0,0.248
2592,50.0,0.957
2592,2000.0,1.0
2593,2.0,0.353
2593,50.0,0.946
2593,2000.0,1.0
2600,,
2601,2.0,0.262
2601,50.0,0.673
2601,2000.0,1.0
2602,2.0,0.243
2602,50.0,0.661
2602,2000.0,1.0
2603,2.0,0.165
2603,50.0,0.549
2603,2000.0,1.0
2604,2.0,0.161
2604,50.0,0.545
2604,2000.0,1.0
2605,2.0,0.128
2605,50.0,0.532
2605,2000.0,1.0
2610,2.0,0.274
2610,50.0,0.762
2610,2000.0,1.0
2611,2.0,0.245
2611,50.0,0.725
2611,2000.0,1.0
2612,2.0,0.215
2612,50.0,0.723
2612,2000.0,1.0
2613,2.0,0.205
2613,50.0,0.728
2613,2000.0,1.0
2614,2.0,0.228
2614,50.0,0.723
2614,2000.0,1.0
2620,2.0,0.478
2620,50.0,0.834
2620,2000.0,1.0
2621,2.0,0.495
2621,50.0,0.823
2621,2000.0,1.0
2622,2.0,0.469
2622,50.0,0.768
2622,2000.0,1.0
2630,2.0,0.258
2630,50.0,0.45
2630,2000.0,1.0
2631,2.0,0.243
2631,50.0,0.41
2631,2000.0,1.0
2640,2.0,0.046
2640,50.0,0.142
2640,2000.0,1.0
2641,2.0,0.091
2641,50.0,0.162
2641,2000.0,1.0
2642,2.0,0.129
2642,50.0,0.241
2642,2000.0,1.0
2650,2.0,0.142
2650,50.0,0.64
2650,2000.0,1.0
2651,2.0,0.145
2651,50.0,0.62
2651,2000.0,1.0
2652,2.0,0.22
2652,50.0,0.69
2652,2000.0,1.0
2653,2.0,0.065
2653,50.0,0.19
2653,2000.0,1.0
2660,2.0,0.579
2660,50.0,0.848
2660,2000.0,1.0
2661,2.0,0.392
2661,50.0,0.743
2661,2000.0,1.0
2670,2.0,0.21
2670,50.0,0.793
2670,2000.0,1.0
2671,2.0,0.173
2671,50.0,0.813
2671,2000.0,1.0
2672,2.0,0.11
2672,50.0,0.85
2672,2000.0,1.0
2680,2.0,0.176
2680,50.0,0.492
2680,2000.0,1.0
2681,2.0,0.403
2681,50.0,0.693
2681,2000.0,1.0
2682,2.0,0.384
2682,50.0,0.583
2682,2000.0,1.0
2683,2.0,0.355
2683,50.0,0.578
2683,2000.0,1.0
2690,2.0,0.633
2690,50.0,0.913
2690,2000.0,1.0
2691,2.0,0.436
2691,50.0,0.748
2691,2000.0,1.0
2700,2.0,0.323
2700,50.0,0.793
2700,2000.0,1.0
2701,2.0,0.312
2701,50.0,0.787
2701,2000.0,1.0
2710,2.0,0.165
2710,50.0,0.825
2710,2000.0,1.0
2711,2.0,0.182
2711,50.0,0.85
2711,2000.0,1.0
2712,2.0,0.241
2712,50.0,0.861
2712,2000.0,1.0
2713,2.0,0.22
2713,50.0,0.875
2713,2000.0,1.0
2720,2.0,0.15
2720,50.0,0.802
2720,2000.0,1.0
2721,2.0,0.158
2721,50.0,0.758
2721,2000.0,1.0
2722,2.0,0.175
2722,50.0,0.722
2722,2000.0,1.0
2723,2.0,0.152
2723,50.0,0.717
2723,2000.0,1.0
2730,2.0,0.15
2730,50.0,0.74
2730,2000.0,1.0
2731,2.0,0.17
2731,50.0,0.752
2731,2000.0,1.0
2732,2.0,0.175
2732,50.0,0.743
2732,2000.0,1.0
2740,2.0,0.297
2740,50.0,0.693
2740,2000.0,1.0
2741,2.0,0.23
2741,50.0,0.687
2741,2000.0,1.0
2742,2.0,0.246
2742,50.0,0.626
2742,2000.0,1.0
2743,2.0,0.31
2743,50.0,0.733
2743,2000.0,1.0
2750,2.0,0.185
2750,50.0,0.483
2750,2000.0,1.0
2751,2.0,0.186
2751,50.0,0.446
2751,2000.0,1.0
2752,2.0,0.19
2752,50.0,0.5
2752,2000.0,1.0
2753,2.0,0.173
2753,50.0,0.456
2753,2000.0,1.0
2760,2.0,0.056
2760,50.0,0.606
2760,2000.0,1.0
2761,2.0,0.051
2761,50.0,0.593
2761,2000.0,1.0
2762,2.0,0.05
2762,50.0,0.359
2762,2000.0,1.0
2763,2.0,0.028
2763,50.0,0.231
2763,2000.0,1.0
2764,2.0,0.036
2764,50.0,0.311
2764,2000.0,1.0
2765,2.0,0.028
2765,50.0,0.4
2765,2000.0,1.0
3000,1.0,0.101
3000,5.0,0.152
3000,10.0,0.223
3000,50.0,0.321
3000,100.0,0.88
3000,250.0,0.994
3000,500.0,0.995
3000,1000.0,0.999
3010,1.0,0.038
3010,5.0,0.115
3010,10.0,0.226
3010,50.0,0.499
3010,250.0,0.758
3010,1000.0,1.0
3020,1.0,0.001
3020,5.0,0.014
3020,10.0,0.066
3020,50.0,0.138
3020,100.0,0.914
3020,250.0,0.967
3020,500.0,0.978
3020,1000.0,0.996
3030,1.0,0.419
3030,5.0,0.735
3030,10.0,0.876
3030,50.0,0.978
3030,250.0,0.987
3030,1000.0,1.0
3031,1.0,0.332
3031,5.0,0.421
3031,10.0,0.59
3031,50.0,0.787
3031,250.0,0.901
3031,1000.0,0.92
3032,1.0,0.346
3032,5.0,0.389
3032,10.0,0.434
3032,50.0,0.653
3032,250.0,0.773
3032,1000.0,0.783
3033,1.0,0.338
3033,5.0,0.501
3033,10.0,0.501
3033,50.0,0.72
3033,250.0,0.732
3033,1000.0,0.865
3050,2.0,0.029
3050,4.0,0.039
3050,10.0,0.086
3050,15.0,0.115
3050,25.0,0.168
3050,39.0,0.221
3050,55.0,0.274
3050,74.0,0.279
3050,105.0,0.356
3050,250.0,0.596
3050,420.0,0.74
3050,840.0,0.841
3050,2000.0,0.928
3050,4760.0,0.966
3050,9520.0,0.99
3050,19100.0,1.0
3060,74.0,0.086
3060,105.0,0.102
3060,250.0,0.281
3060,420.0,0.831
3060,840.0,0.999
3060,2000.0,1.0
3070,74.0,0.01
3070,105.0,0.062
3070,250.0,0.916
3070,420.0,0.999
3070,840.0,1.0
3070,2000.0,1.0
3080,74.0,0.01
3080,105.0,0.062
3080,250.0,0.916
3080,420.0,0.999
3080,840.0,1.0
3080,2000.0,1.0
3090,1.0,0.397
3090,5.0,0.528
3090,10.0,0.597
3090,50.0,0.979
3090,250.0,0.982
3090,1000.0,0.997
3091,1.0,0.409
3091,5.0,0.537
3091,10.0,0.6
3091,50.0,0.977
3091,250.0,0.996
3091,1000.0,1.0
3093,,
3100,1.0,0.307
3100,5.0,0.45
3100,10.0,0.541
3100,50.0,0.857
3100,250.0,0.981
3100,1000.0,1.0
3101,1.0,0.341
3101,5.0,0.472
3101,10.0,0.583
3101,50.0,0.897
3101,250.0,0.984
3101,1000.0,1.0
