general_code,summary_of_tabular_data_field_code,CountOfdry_aggregate_size,CountOfmineral_type,CountOfparticle_size,count_fld_dry_h-k_CountOfpreshead,count_fld_dry_h-t_CountOfpreshead,count_fld_dry_t-d_CountOftheta,count_fld_dry_t-k_CountOftheta,count_fld_wet_h-k_CountOfpreshead,count_fld_wet_h-t_CountOfpreshead,count_fld_wet_t-d_CountOftheta,count_fld_wet_t-k_CountOftheta,summary_of_tabular_data_lab_code,count_lab_dry_h-k_CountOfpreshead,count_lab_dry_h-t_CountOfpreshead,count_lab_dry_t-d_CountOftheta,count_lab_dry_t-k_CountOftheta,count_lab_wet_h-k_CountOfpreshead,count_lab_wet_h-t_CountOfpreshead,count_lab_wet_t-d_CountOftheta,count_lab_wet_t-k_CountOftheta
1010,1010,0,0,7,11,17,0,11,0,0,0,0,1010,0,9,0,0,0,0,0,0
1011,1011,0,0,7,12,31,0,12,0,0,0,0,1011,0,9,0,0,0,0,0,0
1012,1012,0,0,7,15,30,0,15,0,0,0,0,1012,0,10,0,0,0,0,0,0
1013,1013,0,0,7,13,14,0,13,0,0,0,0,1013,0,12,0,0,0,0,0,0
1014,1014,0,0,7,9,0,0,9,0,0,0,0,1014,0,11,0,0,0,0,0,0
1015,1015,0,0,7,9,0,0,9,0,0,0,0,1015,0,11,0,0,0,0,0,0
1020,1020,0,0,7,29,0,0,30,0,0,0,0,1020,0,10,0,0,0,0,0,0
1021,1021,0,0,7,28,0,0,28,0,0,0,0,1021,0,10,0,0,0,0,0,0
1022,1022,0,0,7,34,0,0,42,0,0,0,0,1022,0,10,0,0,0,0,0,0
1023,1023,0,0,7,14,0,0,14,0,0,0,0,1023,0,9,0,0,0,0,0,0
1024,1024,0,0,7,9,0,0,9,0,0,0,0,1024,0,9,0,0,0,0,0,0
1030,1030,0,0,7,0,0,0,31,0,0,0,0,1030,0,11,0,0,0,0,0,0
1031,1031,0,0,7,0,0,0,51,0,0,0,0,1031,0,11,0,0,0,0,0,0
1032,1032,0,0,7,0,0,0,32,0,0,0,0,1032,0,11,0,0,0,0,0,0
1040,1040,0,0,0,0,0,0,31,0,0,0,0,1040,0,12,0,0,0,0,0,0
1041,1041,0,0,7,0,0,0,56,0,0,0,0,1041,0,12,0,0,0,0,0,0
1042,1042,0,0,7,0,0,0,27,0,0,0,0,1042,0,12,0,0,0,0,0,0
1043,1043,0,0,7,0,0,0,50,0,0,0,0,1043,0,12,0,0,0,0,0,0
1050,1050,0,0,7,0,0,0,27,0,0,0,0,1050,0,14,0,0,0,0,0,0
1051,1051,0,0,7,0,0,0,27,0,0,0,0,1051,0,10,0,0,0,0,0,0
1052,1052,0,0,7,0,0,0,52,0,0,0,0,1052,0,14,0,0,0,0,0,0
1053,1053,0,0,7,0,0,0,27,0,0,0,0,1053,0,14,0,0,0,0,0,0
1054,1054,0,0,7,0,0,0,26,0,0,0,0,1054,0,14,0,0,0,0,0,0
1060,1060,0,0,7,0,0,0,25,0,0,0,0,1060,0,14,0,0,0,0,0,0
1061,1061,0,0,7,0,0,0,25,0,0,0,0,1061,0,14,0,0,0,0,0,0
1062,1062,0,0,7,0,0,0,47,0,0,0,0,1062,0,14,0,0,0,0,0,0
1063,1063,0,0,7,0,0,0,50,0,0,0,0,1063,0,14,0,0,0,0,0,0
1070,1070,0,0,7,0,0,0,23,0,0,0,0,1070,0,14,0,0,0,0,0,0
1071,1071,0,0,7,0,0,0,23,0,0,0,0,1071,0,14,0,0,0,0,0,0
1072,1072,0,0,7,0,0,0,23,0,0,0,0,1072,0,14,0,0,0,0,0,0
1073,1073,0,0,7,0,0,0,23,0,0,0,0,1073,0,14,0,0,0,0,0,0
1074,1074,0,0,7,0,0,0,23,0,0,0,0,1074,0,14,0,0,0,0,0,0
1075,1075,0,0,7,0,0,0,22,0,0,0,0,1075,0,14,0,0,0,0,0,0
1080,1080,0,0,3,0,0,0,0,0,0,0,0,1080,18,0,0,17,0,0,0,0
1081,1081,0,0,3,0,0,0,0,0,0,0,0,1081,14,0,0,13,0,0,0,0
1082,1082,0,0,3,0,0,0,0,0,0,0,0,1082,14,0,0,14,0,0,0,0
1083,1083,0,0,3,0,0,0,0,0,0,0,0,1083,14,0,0,14,0,0,0,0
1084,1084,0,0,3,0,0,0,0,0,0,0,0,1084,14,0,0,14,0,0,0,0
1085,1085,0,0,3,0,0,0,0,0,0,0,0,1085,14,0,0,13,0,0,0,0
1086,1086,0,0,3,0,0,0,0,0,0,0,0,1086,14,0,0,14,0,0,0,0
1087,1087,0,0,3,0,0,0,0,0,0,0,0,1087,14,0,0,13,0,0,0,0
1090,1090,0,0,7,0,0,0,36,0,0,0,0,1090,0,15,0,0,0,0,0,0
1091,1091,0,0,7,0,0,0,15,0,0,0,0,1091,0,15,0,0,0,0,0,0
1092,1092,0,0,7,0,0,0,17,0,0,0,0,1092,0,15,0,0,0,0,0,0
1100,1100,0,0,7,0,0,0,19,0,0,0,0,1100,0,9,0,0,0,0,0,0
1101,1101,0,0,7,0,0,0,18,0,0,0,0,1101,0,9,0,0,0,0,0,0
1102,1102,0,0,7,0,0,0,16,0,0,0,0,1102,0,9,0,0,0,0,0,0
1103,1103,0,0,7,0,0,0,40,0,0,0,0,1103,0,9,0,0,0,0,0,0
1104,1104,0,0,7,0,0,0,26,0,0,0,0,1104,0,9,0,0,0,0,0,0
1110,1110,0,0,7,0,0,0,26,0,0,0,0,1110,0,11,0,0,0,0,0,0
1111,1111,0,0,7,0,0,0,25,0,0,0,0,1111,0,11,0,0,0,0,0,0
1112,1112,0,0,7,0,0,0,15,0,0,0,0,1112,0,11,0,0,0,0,0,0
1113,1113,0,0,7,0,0,0,15,0,0,0,0,1113,0,11,0,0,0,0,0,0
1114,1114,0,0,7,0,0,0,12,0,0,0,0,1114,0,11,0,0,0,0,0,0
1115,1115,0,0,7,0,0,0,11,0,0,0,0,1115,0,11,0,0,0,0,0,0
1116,1116,0,0,7,0,0,0,6,0,0,0,0,1116,0,11,0,0,0,0,0,0
1117,1117,0,0,7,0,0,0,5,0,0,0,0,1117,0,11,0,0,0,0,0,0
1120,1120,0,0,7,0,7,0,7,0,0,0,0,1120,0,10,0,0,0,0,0,0
1121,1121,0,0,7,0,21,0,14,0,0,0,0,1121,0,9,0,0,0,0,0,0
1122,1122,0,0,7,0,7,0,6,0,0,0,0,1122,0,10,0,0,0,0,0,0
1123,1123,0,0,7,0,3,0,6,0,0,0,0,1123,0,10,0,0,0,0,0,0
1130,1130,0,0,7,0,13,0,11,0,0,0,0,1130,0,15,0,0,0,0,0,0
1131,1131,0,0,7,0,12,0,12,0,0,0,0,1131,0,15,0,0,0,0,0,0
1132,1132,0,0,7,0,13,0,11,0,0,0,0,1132,0,15,0,0,0,0,0,0
1133,1133,0,0,7,0,9,0,10,0,0,0,0,1133,0,15,0,0,0,0,0,0
1134,1134,0,0,7,0,5,0,6,0,0,0,0,1134,0,15,0,0,0,0,0,0
1135,1135,0,0,7,0,0,0,2,0,0,0,0,1135,0,15,0,0,0,0,0,0
1140,1140,0,0,7,0,0,0,12,0,0,0,0,1140,0,14,0,0,0,0,0,0
1141,1141,0,0,7,0,0,0,12,0,0,0,0,1141,0,14,0,0,0,0,0,0
1142,1142,0,0,7,0,0,0,11,0,0,0,0,1142,0,14,0,0,0,0,0,0
1143,1143,0,0,7,0,0,0,10,0,0,0,0,1143,0,14,0,0,0,0,0,0
1150,1150,0,0,7,0,7,0,14,0,0,0,0,1150,0,0,0,0,0,0,0,0
1151,1151,0,0,7,0,7,0,15,0,0,0,0,1151,0,0,0,0,0,0,0,0
1152,1152,0,0,7,0,7,0,15,0,0,0,0,1152,0,0,0,0,0,0,0,0
1160,1160,0,0,7,0,0,0,18,0,0,0,0,1160,0,15,0,0,0,0,0,0
1161,1161,0,0,7,0,0,0,17,0,0,0,0,1161,0,15,0,0,0,0,0,0
1162,1162,0,0,7,0,0,0,12,0,0,0,0,1162,0,15,0,0,0,0,0,0
1163,1163,0,0,7,0,0,0,11,0,0,0,0,1163,0,15,0,0,0,0,0,0
1164,1164,0,0,7,0,0,0,11,0,0,0,0,1164,0,15,0,0,0,0,0,0
1165,1165,0,0,7,0,0,0,12,0,0,0,0,1165,0,15,0,0,0,0,0,0
1166,1166,0,0,7,0,0,0,22,0,0,0,0,1166,0,15,0,0,0,0,0,0
1170,1170,0,0,3,0,0,0,9,0,0,0,0,1170,0,11,0,0,0,0,0,0
1171,1171,0,0,3,0,0,0,9,0,0,0,0,1171,0,11,0,0,0,0,0,0
1172,1172,0,0,3,0,0,0,16,0,0,0,0,1172,0,11,0,0,0,0,0,0
1173,1173,0,0,3,0,0,0,8,0,0,0,0,1173,0,11,0,0,0,0,0,0
1174,1174,0,0,3,0,0,0,7,0,0,0,0,1174,0,11,0,0,0,0,0,0
1180,1180,0,0,3,11,0,0,11,0,0,0,0,1180,0,13,0,0,0,0,0,0
1181,1181,0,0,3,13,0,0,13,0,0,0,0,1181,0,12,0,0,0,0,0,0
1182,1182,0,0,3,14,0,0,14,0,0,0,0,1182,0,13,0,0,0,0,0,0
1183,1183,0,0,3,13,0,0,12,0,0,0,0,1183,0,13,0,0,0,0,0,0
1184,1184,0,0,3,13,0,0,12,0,0,0,0,1184,0,13,0,0,0,0,0,0
1190,1190,0,0,7,56,0,0,56,0,0,0,0,1190,0,8,0,0,0,0,0,0
1191,1191,0,0,7,0,0,0,0,0,0,0,0,1191,0,6,0,0,0,0,0,0
1192,1192,0,0,7,87,0,0,24,0,0,0,0,1192,0,7,0,0,0,0,0,0
1193,1193,0,0,7,61,0,0,20,0,0,0,0,1193,0,7,0,0,0,0,0,0
1194,1194,0,0,7,64,0,0,14,0,0,0,0,1194,0,8,0,0,0,0,0,0
1200,1200,0,0,7,26,0,0,22,0,0,0,0,1200,0,11,0,0,0,0,0,0
1201,1201,0,0,7,26,0,0,24,0,0,0,0,1201,0,11,0,0,0,0,0,0
1202,1202,0,0,7,26,0,0,22,0,0,0,0,1202,0,11,0,0,0,0,0,0
1203,1203,0,0,7,29,0,0,28,0,0,0,0,1203,0,11,0,0,0,0,0,0
1204,1204,0,0,7,27,0,0,28,0,0,0,0,1204,0,11,0,0,0,0,0,0
1210,1210,0,0,7,23,0,0,25,0,0,0,0,1210,0,9,0,0,0,0,0,0
1211,1211,0,0,7,17,0,0,17,0,0,0,0,1211,0,13,0,0,0,0,0,0
1212,1212,0,0,7,20,0,0,24,0,0,0,0,1212,0,10,0,0,0,0,0,0
1213,1213,0,0,7,16,0,0,17,0,0,0,0,1213,0,9,0,0,0,0,0,0
1220,1220,0,0,0,0,0,0,10,0,0,0,0,1220,0,0,0,0,0,0,0,0
1221,1221,0,0,0,0,0,0,10,0,0,0,0,1221,0,9,0,0,0,0,0,0
1222,1222,0,0,0,0,0,0,20,0,0,0,0,1222,0,9,0,0,0,0,0,0
1223,1223,0,0,0,0,0,0,19,0,0,0,0,1223,0,0,0,0,0,0,0,0
1224,1224,0,0,0,0,0,0,39,0,0,0,0,1224,0,9,0,0,0,0,0,0
1225,1225,0,0,0,0,0,0,47,0,0,0,0,1225,0,9,0,0,0,0,0,0
1230,1230,0,0,0,0,0,0,20,0,0,0,0,1230,0,7,0,0,0,0,0,0
1231,1231,0,0,0,0,0,0,20,0,0,0,0,1231,0,7,0,0,0,0,0,0
1232,1232,0,0,0,0,0,0,18,0,0,0,0,1232,0,7,0,0,0,0,0,0
1233,1233,0,0,0,0,0,0,20,0,0,0,0,1233,0,7,0,0,0,0,0,0
1234,1234,0,0,0,0,0,0,20,0,0,0,0,1234,0,7,0,0,0,0,0,0
1235,1235,0,0,0,0,0,0,18,0,0,0,0,1235,0,7,0,0,0,0,0,0
1236,1236,0,0,0,0,0,0,17,0,0,0,0,1236,0,7,0,0,0,0,0,0
1237,1237,0,0,0,0,0,0,19,0,0,0,0,1237,0,7,0,0,0,0,0,0
1240,1240,0,0,15,20,30,0,25,0,0,0,0,1240,9,0,0,9,0,0,0,0
1241,1241,0,0,15,28,30,0,64,0,0,0,0,1241,14,0,0,13,0,0,0,0
1260,1260,0,0,15,11,12,0,11,0,0,0,0,1260,0,0,0,0,0,0,0,0
1261,1261,0,0,15,11,12,0,11,0,0,0,0,1261,0,0,0,0,0,0,0,0
1270,1270,0,0,0,0,0,0,0,0,0,0,0,1270,5,8,0,0,0,4,0,0
1280,1280,0,0,7,0,0,0,0,0,0,0,0,1280,49,10,0,41,0,0,0,0
1281,1281,0,0,7,0,0,0,0,0,0,0,0,1281,49,10,0,44,0,0,0,0
1282,1282,0,0,7,0,0,0,0,0,0,0,0,1282,49,10,0,48,0,0,0,0
1290,1290,0,0,3,0,0,0,0,0,0,0,0,1290,74,10,0,0,0,0,0,0
1300,1300,0,0,3,0,0,0,0,0,0,0,0,1300,0,26,0,9,0,9,0,4
1301,1301,0,0,3,0,0,0,0,0,0,0,0,1301,0,20,0,7,0,16,0,6
1310,1310,0,0,3,0,0,0,0,0,0,0,0,1310,0,9,0,6,0,11,0,7
1320,1320,0,0,6,0,0,0,0,0,0,0,0,1320,54,7,0,0,0,0,0,0
1330,1330,0,0,3,19,32,0,0,0,0,0,0,1330,23,21,0,0,0,0,0,0
1331,1331,0,0,3,16,21,0,0,0,0,0,0,1331,34,20,0,0,0,0,0,0
1340,1340,0,0,7,0,0,0,0,0,0,0,0,1340,0,10,10,0,0,0,0,0
1341,1341,0,0,7,0,0,0,0,0,0,0,0,1341,0,10,10,0,0,0,0,0
1342,1342,0,0,7,0,0,0,0,0,0,0,0,1342,0,10,10,0,0,0,0,0
1350,1350,0,0,7,0,0,0,0,0,0,0,0,1350,0,10,10,0,0,0,0,0
1351,1351,0,0,7,0,0,0,0,0,0,0,0,1351,0,10,10,0,0,0,0,0
1352,1352,0,0,7,0,0,0,0,0,0,0,0,1352,0,10,10,0,0,0,0,0
1360,1360,0,0,7,0,0,0,0,0,0,0,0,1360,43,10,0,33,0,0,0,0
1361,1361,0,0,7,0,0,0,0,0,0,0,0,1361,45,10,0,39,0,0,0,0
1362,1362,0,0,7,0,0,0,0,0,0,0,0,1362,44,10,0,39,0,0,0,0
1370,1370,0,0,7,0,0,0,0,0,0,0,0,1370,48,10,0,45,0,0,0,0
1371,1371,0,0,7,0,0,0,0,0,0,0,0,1371,48,10,0,39,0,0,0,0
1372,1372,0,0,7,0,0,0,0,0,0,0,0,1372,45,10,0,38,0,0,0,0
1380,1380,0,0,7,0,0,0,0,0,0,0,0,1380,47,9,0,43,0,0,0,0
1381,1381,0,0,7,0,0,0,0,0,0,0,0,1381,47,10,0,39,0,0,0,0
1382,1382,0,0,7,0,0,0,0,0,0,0,0,1382,46,10,0,44,0,0,0,0
1383,1383,0,0,7,0,0,0,0,0,0,0,0,1383,49,10,0,40,0,0,0,0
1390,1390,0,0,3,0,0,0,0,0,0,0,0,1390,45,10,0,43,0,0,0,0
1391,1391,0,0,3,0,0,0,0,0,0,0,0,1391,47,10,0,45,0,0,0,0
1392,1392,0,0,3,0,0,0,0,0,0,0,0,1392,47,10,0,43,0,0,0,0
1400,1400,0,0,7,0,0,0,0,0,0,0,0,1400,28,10,0,27,0,0,0,0
1410,1410,0,0,2,0,0,0,0,0,0,0,0,1410,0,18,0,0,0,17,0,16
1420,1420,0,0,3,0,0,0,0,0,0,0,0,1420,0,28,0,0,0,0,8,0
1430,1430,0,0,7,0,0,0,0,0,0,0,0,1430,0,0,0,0,5,6,5,5
1440,1440,0,0,7,0,0,0,0,0,0,0,0,1440,0,0,7,0,7,8,0,7
1450,1450,0,0,7,0,0,0,0,0,0,0,0,1450,0,0,5,0,0,6,0,0
1460,1460,0,0,8,0,0,0,0,0,0,0,0,1460,7,10,0,7,0,0,0,0
1461,1461,0,0,8,0,0,0,0,0,0,0,0,1461,7,9,0,7,0,0,0,0
1462,1462,0,0,8,0,0,0,0,0,0,0,0,1462,6,10,0,7,0,0,0,0
1463,1463,0,0,8,0,0,0,0,0,0,0,0,1463,7,10,0,7,0,0,0,0
1464,1464,0,0,8,0,0,0,0,0,0,0,0,1464,7,10,0,7,0,0,0,0
1465,1465,0,0,8,0,0,0,0,0,0,0,0,1465,7,10,0,7,0,0,0,0
1466,1466,0,0,8,0,0,0,0,0,0,0,0,1466,7,10,0,7,0,0,0,0
1467,1467,0,0,8,0,0,0,0,0,0,0,0,1467,7,10,0,5,0,0,0,0
1480,1480,0,0,0,0,0,0,0,0,0,0,0,1480,11,11,0,0,0,0,0,0
1481,1481,0,0,0,0,0,0,0,0,0,0,0,1481,8,11,0,0,0,0,0,0
1482,1482,0,0,0,0,0,0,0,0,0,0,0,1482,11,11,0,0,0,0,0,0
1490,1490,0,0,7,0,0,0,0,0,0,0,0,1490,39,10,0,38,0,0,0,0
2000,2000,0,0,7,0,0,0,0,0,0,0,0,2000,0,10,10,0,0,0,0,0
2001,2001,0,0,7,0,0,0,0,0,0,0,0,2001,0,10,10,0,0,0,0,0
2002,2002,0,0,7,0,0,0,0,0,0,0,0,2002,0,10,10,0,0,0,0,0
2010,2010,0,0,7,0,0,0,0,0,0,0,0,2010,0,10,10,0,0,0,0,0
2011,2011,0,0,7,0,0,0,0,0,0,0,0,2011,0,10,10,0,0,0,0,0
2012,2012,0,0,7,0,0,0,0,0,0,0,0,2012,0,10,10,0,0,0,0,0
2020,2020,0,0,3,15,0,0,15,0,0,0,0,2020,0,8,0,0,0,8,0,0
2021,2021,0,0,3,11,0,0,11,0,0,0,0,2021,0,8,0,0,0,8,0,0
2022,2022,0,0,3,9,0,0,6,0,0,0,0,2022,0,8,0,0,0,8,0,0
2030,2030,0,0,0,12,0,0,12,0,0,0,0,2030,0,8,0,0,0,0,0,0
2031,2031,0,0,0,9,0,0,9,0,0,0,0,2031,0,8,0,0,0,0,0,0
2032,2032,0,0,0,7,0,0,7,0,0,0,0,2032,0,8,0,0,0,0,0,0
2040,2040,0,0,0,31,0,0,36,0,0,0,0,2040,0,8,0,0,0,0,0,0
2041,2041,0,0,0,29,0,0,29,0,0,0,0,2041,0,8,0,0,0,0,0,0
2050,2050,0,0,0,16,0,0,10,0,0,0,0,2050,0,8,0,0,0,0,0,0
2051,2051,0,0,0,13,0,0,13,0,0,0,0,2051,0,8,0,0,0,0,0,0
2060,2060,0,0,0,13,0,0,13,0,0,0,0,2060,0,8,0,0,0,0,0,0
2061,2061,0,0,0,13,0,0,13,0,0,0,0,2061,0,8,0,0,0,0,0,0
2070,2070,0,0,0,35,0,0,33,0,0,0,0,2070,0,8,0,0,0,0,0,0
2071,2071,0,0,0,15,0,0,15,0,0,0,0,2071,0,8,0,0,0,0,0,0
2080,2080,0,0,0,30,0,0,33,0,0,0,0,2080,0,8,0,0,0,0,0,0
2081,2081,0,0,0,21,0,0,22,0,0,0,0,2081,0,8,0,0,0,0,0,0
2090,2090,0,0,0,35,0,0,38,0,0,0,0,2090,0,8,0,0,0,0,0,0
2091,2091,0,0,0,15,0,0,15,0,0,0,0,2091,0,8,0,0,0,0,0,0
2092,2092,0,0,0,13,0,0,13,0,0,0,0,2092,0,8,0,0,0,0,0,0
2100,2100,0,0,9,7,17,0,7,0,0,0,0,2100,0,6,0,0,0,0,0,0
2101,2101,0,0,9,7,17,0,7,0,0,0,0,2101,0,5,0,0,0,0,0,0
2102,2102,0,0,9,7,17,0,7,0,0,0,0,2102,0,6,0,0,0,0,0,0
2103,2103,0,0,9,7,17,0,7,0,0,0,0,2103,0,7,0,0,0,0,0,0
2104,2104,0,0,9,7,17,0,7,0,0,0,0,2104,0,6,0,0,0,0,0,0
2105,2105,0,0,9,7,17,0,7,0,0,0,0,2105,0,6,0,0,0,0,0,0
2110,2110,0,0,7,0,0,0,8,0,0,0,0,2110,0,14,0,0,0,0,0,0
2111,2111,0,0,7,0,0,0,7,0,0,0,0,2111,0,14,0,0,0,0,0,0
2120,2120,0,0,3,0,0,0,14,0,0,0,0,2120,0,14,0,0,0,0,0,0
2121,2121,0,0,3,0,0,0,14,0,0,0,0,2121,0,14,0,0,0,0,0,0
2122,2122,0,0,3,0,0,0,13,0,0,0,0,2122,0,14,0,0,0,0,0,0
2123,2123,0,0,3,0,0,0,16,0,0,0,0,2123,0,14,0,0,0,0,0,0
2124,2124,0,0,3,0,0,0,16,0,0,0,0,2124,0,14,0,0,0,0,0,0
2125,2125,0,0,3,0,0,0,8,0,0,0,0,2125,0,14,0,0,0,0,0,0
2126,2126,0,0,3,0,0,0,9,0,0,0,0,2126,0,14,0,0,0,0,0,0
2130,2130,0,0,3,0,0,0,7,0,0,0,0,2130,0,14,0,0,0,0,0,0
2131,2131,0,0,3,0,0,0,4,0,0,0,0,2131,0,14,0,0,0,0,0,0
2132,2132,0,0,3,0,0,0,4,0,0,0,0,2132,0,14,0,0,0,0,0,0
2140,2140,0,0,0,8,0,0,0,0,4,0,0,2140,0,6,0,0,4,3,0,0
2141,2141,0,0,0,0,0,0,0,0,0,0,0,2141,0,0,0,0,0,12,0,43
2150,2150,0,0,0,4,4,0,0,0,0,0,0,2150,0,7,0,0,0,3,0,17
2151,2151,0,0,0,4,0,0,0,0,4,0,0,2151,0,7,0,0,0,3,0,14
2160,2160,0,0,4,5,0,0,0,0,0,0,0,2160,5,9,0,5,0,0,0,0
2161,2161,0,0,4,4,0,0,0,0,0,0,0,2161,5,9,0,5,0,0,0,0
2170,2170,0,0,3,5,0,0,5,0,0,0,0,2170,4,5,0,4,0,0,0,0
2171,2171,0,0,3,4,0,0,4,0,0,0,0,2171,4,5,0,4,0,0,0,0
2180,2180,0,0,3,6,0,0,6,0,0,0,0,2180,4,3,0,4,0,0,0,0
2181,2181,0,0,3,6,0,0,6,0,0,0,0,2181,4,5,0,4,0,0,0,0
2190,2190,0,0,3,0,0,0,0,0,0,0,0,2190,0,6,0,0,0,0,0,0
2191,2191,0,0,3,0,0,0,0,0,0,0,0,2191,0,6,0,0,0,0,0,0
2192,2192,0,0,3,0,0,0,0,0,0,0,0,2192,0,6,0,0,0,0,0,0
2193,2193,0,0,3,0,0,0,0,0,0,0,0,2193,0,6,0,0,0,0,0,0
2194,2194,0,0,3,0,0,0,0,0,0,0,0,2194,0,6,0,0,0,0,0,0
2195,2195,0,0,3,0,0,0,0,0,0,0,0,2195,0,6,0,0,0,0,0,0
2196,2196,0,0,3,0,0,0,0,0,0,0,0,2196,0,6,0,0,0,0,0,0
2197,2197,0,0,3,0,0,0,0,0,0,0,0,2197,0,6,0,0,0,0,0,0
2198,2198,0,0,3,0,0,0,0,0,0,0,0,2198,0,6,0,0,0,0,0,0
2200,2200,0,0,7,0,0,0,0,0,0,0,0,2200,0,8,0,0,0,0,0,0
2201,2201,0,0,7,0,0,0,0,0,0,0,0,2201,0,8,0,0,0,0,0,0
2202,2202,0,0,7,0,0,0,0,0,0,0,0,2202,0,5,0,0,0,0,0,0
2203,2203,0,0,7,0,0,0,0,0,0,0,0,2203,0,8,0,0,0,0,0,0
2210,2210,0,0,9,0,0,0,0,0,0,0,0,2210,8,7,0,9,0,0,0,0
2211,2211,0,0,9,0,0,0,0,0,0,0,0,2211,7,6,0,7,0,0,0,0
2212,2212,0,0,9,0,0,0,0,0,0,0,0,2212,3,3,0,3,0,0,0,0
2213,2213,0,0,9,0,0,0,0,0,0,0,0,2213,7,7,0,8,0,0,0,0
2214,2214,0,0,9,0,0,0,0,0,0,0,0,2214,2,2,0,6,0,0,0,0
2215,2215,0,0,9,0,0,0,0,0,0,0,0,2215,2,2,0,3,0,0,0,0
2216,2216,0,0,9,0,0,0,0,0,0,0,0,2216,4,4,0,8,0,0,0,0
2217,2217,0,0,9,0,0,0,0,0,0,0,0,2217,4,4,0,7,0,0,0,0
2220,2220,0,0,16,0,0,0,0,0,0,0,0,2220,19,16,0,19,0,0,0,0
2221,2221,0,0,16,0,0,0,0,0,0,0,0,2221,25,24,0,25,0,0,0,0
2230,2230,0,0,0,0,0,0,0,0,0,0,0,2230,10,16,0,0,0,0,0,0
2231,2231,0,0,0,0,0,0,0,0,0,0,0,2231,9,16,0,0,0,0,0,0
2232,2232,0,0,0,0,0,0,0,0,0,0,0,2232,10,16,0,0,0,0,0,0
2240,2240,0,0,3,0,0,0,0,0,0,0,0,2240,10,16,0,0,0,0,0,0
2241,2241,0,0,3,0,0,0,0,0,0,0,0,2241,7,22,0,0,0,0,0,0
2242,2242,0,0,3,0,0,0,0,0,0,0,0,2242,11,12,0,0,0,0,0,0
2243,2243,0,0,3,0,0,0,0,0,0,0,0,2243,10,22,0,0,0,0,0,0
2250,2250,0,0,3,0,0,0,0,0,0,0,0,2250,5,9,0,0,0,0,0,0
